A black dog is running after a white dog in the snow ., dog, running,snow,,,
A little baby plays croquet ., baby, plays, croquet,,,
A brown dog in the snow has something hot pink in its mouth ., dog, has, pink,,,
A brown dog is running along a beach ., dog, running, beach,,,
A black and white dog with a red Frisbee standing on a sandy beach ., dog, standing, beach,,,
A cyclist wearing a red helmet is riding on the pavement ., cyclist, riding, pavement,,,
A man dressed in a purple shirt and red bandanna smiles at the people watching him ., people, watching, him,,,
A boy wearing a red t-shirt is running through woodland ., boy, running, woodland,,,
A girl in a white dress ., girl, in, dress,,,
A skier in a yellow jacket is airborne above the mountains ., skier, airborne, mountains,,,
A photographer looks over the hills ., photographer, looks, hills,,,
A bunch of girls in cheerleader outfits ., bunch, of, girls,,,
A blue boat with a yellow canopy is floating on calm waters ., boat, floating, waters,,,
A dog catches a Frisbee in midair ., dog, catches, Frisbee,,,
A little old lady sitting next to an advertisement ., lady, next_to, advertisement,,,
A blond girl wearing a green jacket walks on a trail along side a metal fence ., girl, walks, trail,,,
A family of nine people , including four children , pose in front of a brick fireplace with a white mantle ., family, pose, fireplace,
Man in a sweater pointing at the camera ., Man, in, sweater,,,
A dog looks warily at the brown dog investigating his area ., dog, looks, dog,,,
three children in a field with white flowers, children, in, field,,,
a boy in a red shirt , in front of a long blue wall , raises his eyebrow at the camera, boy, raises, eyebrow,
A brown dog is carrying a wet stick on the shore of the ocean ., dog, carrying, stick,,,
Two dogs are racing on a ractrack ., dogs, racing, ractrack,,,
A baseball pitcher with Shelton on his shirt throws the ball ., pitcher, throws, ball,,,
A brown dog wades through water and walks toward a rock ., dog, wades, water,,,
A group of 5 girls in school uniforms are standing together and waiting to cross the street while one girl takes a picture ., girl, takes, picture,,,
A boy wearing a jean jacket with his hand on his chest smiling at the camera ., jean, wearing, jacket,,,
A group of people in front of a house ., group, of, people,,,
A woman stands in front of a display case and another woman looks at a digital camera, front, looks, camera,,,
A snowboarder jumps high into the air off of a snowy ramp ., snowboarder, jumps, high,,,
A group of mountain climbers, group, of, climbers,,,
A black and white dog is jumping through a black and white hoop ., dog, jumping, hoop,,,
A girl using a laptop , another girl , and a boy looking at his cellphone ., girl, at, cellphone,
A dog races while wearing number 6 ., dog, wearing, number,,,
A group of people stand at the edge of a cliff over the ocean ., group, stand, edge,,,
A couple holding hands and another woman are walking down a wooded trail ., couple, walking, trail,,,
A car sponsored by Riwal is smoking its tires on a wet road ., car, smoking, tires,,,
A bearded man wearing a bandanna is pointing his finger whilst riding a bicycle ., man, pointing, finger,,,
A crowd of people waving red flags are passing under a bridge ., crowd, passing, bridge,,,
A man in sunglasses gets ready to pull a chair out to sit down for his meal ., man, in, sunglasses,,,
A boy holding a racket is standing in the grass ., boy, standing, grass,,,
Two blond girls are playing together ., girls, playing, are,,,
Four bicyclists ride along a dirt road between two wire fences ., bicyclists, ride, road,,,
A dog climbing a steep dirt hill ., dirt, climbing, hill,,,
A child spins on a merry-go-round ., child, spins, merry-go-round,,,
a brown dog is jumping up at a woman who is wearing a brown skirt ., dog, jumping, woman,,,
A man in the dooorway of a bus looking onward ., man, in, dooorway,,,
A little girl is peaking out from behind a tree ., girl, peaking, is,,,
A group of people hold drinks and point at the camera ., group, hold, drinks,,,
A border collie jumps over a bed with a tennis ball in its mouth ., collie, jumps, bed,,,
A climber walks along a snowy peak ., climber, walks, peak,,,
A white dog chasing a black dog across the grass ., dog, across, grass,,,
A black race car spins its tires while smoke comes out ., car, spins, tires,,,
A person behind some bags inside an igloo ., person, behind, bags,,,
A brown dog drinks from a body of water ., drinks, from, body,,,
A man wearing a black hat is walking through a busy city street ., man, walking, street,,,
A brown dog chases something a man behind him threw on the beach ., dog, chases, something,,,
A woman taking a photo standing next to a tall man and in front of another man who is also taking a photo ., who, taking, photo,,,
A man is skiing down a mountain with another large mountain behind him and a river between the mountains ., man, skiing, mountain,,,
A boy climbing a rock face, rock, climbing, face,,,
A brown dog is standing in a lake ., dog, standing, lake,,,
A dog plays with a toy in the grass ., dog, plays, toy,,,
A elderly man in a straw hat is sitting on a bench ., man, sitting, bench,,,
A dark-haired man in a red t-shirt , with a beard , playing the guitar in a park ., man, in, t-shirt,
Two black dogs are jumping and playing with a yellow tennis ball in the snow ., dogs, jumping, ball,,,
An attractive woman holds a halo above her head ., woman, holds, halo,,,
An elderly person with a white hat is reading a paperback book ., person, reading, book,,,
A looker on catches a motocross bike on its side after a spill while another races by ., looker, motocross, bike,,,
The men are climbing ., men, climbing, are,,,
A skateboarder jumps off his skateboard in midair in hopes of landing back on it ., skateboarder, jumps, skateboard,,,
A dark colored man is holding a protest banner in a busy city street with people staring from behind ., man, holding, banner,,,
A man is wearing a blue shirt with the word Mambo on it ., man, wearing, shirt,,,
A man in black shirt sits on a stool while trying to sell stuffed animals ., man, sits, stool,,,
A guy in navy blue and yellow shorts jumping into a pool ., guy, in, navy,,,
A boy jumps from the top of a blue plastic slide ., boy, jumps, top,,,
A man is playing with a fire baton in the day light ., man, playing, baton,,,
A brown dog playing with bubbles ., dog, with, bubbles,,,
A guy with a scarf and woven toboggan ., guy, with, scarf,,,
A boy sitting down smiling for the picture ., boy, for, picture,,,
A black dog and a woman in a red shirt playing tug of war ., dog, in, shirt,,,
A group of people surf on a very large wave ., group, of, surf,,,
A man rides a bike on a dirt path ., rides, on, path,,,
There are two women crossing the street in front of two buses ., street, in_front_of, buses,,,
A group of people walk down a city street at night ., group, walk, street,,,
A skateboarder is jumping almost as high as a building ., skateboarder, jumping, building,,,
A man in a red soccer uniform getting ready to kick the ball ., soccer, kick, ball,,,
A boy cheerleader has a girl cheerleader on his knee ., cheerleader, has, cheerleader,,,
A driver is at the wheel of a race car ., driver, is, wheel,,,
A girl wearing white polka dots and black boots walks and a woman in a blue outfit hurridly walks behind her ., woman, walks, her,,,
A man and woman walk away from the camera as a redheaded man walks in the other direction ., man, walk, camera,,,
A blonde woman in blue shorts walks on the beach carrying her shoes ., woman, walks, beach,,,
A cute puppy fetches a yellow ring chew toy in the yard ., ring, chew, toy,,,
a boy in blue shirt splashing in water under a dock, boy, splashing, water,,,
A little girl dances in a room with balloons on the floor ., dances, in, room,,,
A lady and her little girl are holding hands and walking up the sidewalk ., lady, holding, hands,,,
a boy in a blue shirt is walking along a tan and blue wall, boy, walking, tan,,,
A tent is being set up on the ice ., set, on, ice,,,
A few girls with green foam statue of liberty hats on a train, girls, with, statue,,,
Two brown dogs are playing with a red ball ., dogs, playing, ball,,,
A boy baseball player in a green and yellow jersey leaps for the ball ., player, leaps, ball,,,
A group of climbers begin up a sheer rock face ., group, begin, face,,,
A child sits in a plastic toy car ., child, sits, car,,,
"two girls hold up a card reading "" know what this is "" ?", this, is, what,,,
A dog runs holding a yellow dog toy in fall , bench in the background ., bench, in, background,,
a blond girl in a pink bathing suit running through the sprinklers, girl, in, suit,,,
A child is sliding into a small pool ., child, sliding, pool,,,
A lone snowboarder wearing a white jacket jumping into the air on the snowy mountains ., snowboarder, into, air,,,
A boy being pulled on a shovel ., boy, on, shovel,,,
A person is standing on a brick ledge taking a picture of something in the distance ., person, standing, ledge,,,
A black dog and a brown dog with a yellow foam soccer ball toy on a grassy field, dog, with, toy,,,
a little girl ends up at the bottom of the slide ., girl, ends, bottom,,,
A man dressed in a green jacket is playing piano while a woman sings ., man, playing, piano,,,
A big black dog bares its teeth while running through the snow ., dog, bares, teeth,,,
A curly haired woman plays the violin ., woman, plays, violin,,,
An elderly woman is wearing a pink striped shirt ., woman, wearing, shirt,,,
a boy carries a teenager on his back ., boy, carries, teenager,,,
a man wears a red bandanna, man, wears, bandanna,,,
A grey bird stands majestically on a beach while waves roll in ., bird, stands, beach,,,
A boy hanging onto a pole ., boy, onto, pole,,,
a girl wearing pink bounces on a bed, pink, bounces, bed,,,
A boy takes a jump on his skateboard while another boy with a skateboard watches ., boy, takes, jump,,,
A black and white bird eating seeds out of someone 's hand, bird, of, hand,,,
A guy tries to climb a stone cliff while his friend helps him ., friend, helps, him,,,
A bicycle rider flies over a hill while a competitor is not far behind ., rider, flies, hill,,,
A crowd is standing and cheering at a football game ., crowd, standing, game,,,
An athlete performs the high jump ., athlete, performs, jump,,,
a lone skier jumping on the side of a snowy mountain ., skier, on, side,,,
A black and brown dog is jumping on blocks of concrete in the water ., dog, jumping, blocks,,,
a black dog has caught a bird in its mouth ., dog, caught, bird,,,
A little girl in pajamas runs down a hall with hardwood floors ., girl, runs, floors,,,
A bunch of children sitting in chairs and standing on wooden floors ., bunch, of, children,,,
A dog in a snowy area ., dog, in, area,,,
A bunch on people are seated in a stadium ., seated, on, people,,,
A black dog running with a stuffed bird in its mouth and another dog chasing it ., dog, with, bird,,,
A man skis while wearing a parachute ., man, wearing, parachute,,,
A man skateboarding on the side of steps, man, on, side,,,
A group of four children wearing pajamas have a pillow fight ., group, have, fight,,,
A large , white bird skates across the top of some water ., bird, skates, top,,
A brown a dog and a black dog in the edge of the ocean with a wave under them boats are on the water in the background ., brown, are, water,,,
A black man in white shorts and a white man in black shorts boxing ., man, in, shorts,,,
A woman holding a baby and making faces at it ., woman, at, it,,,
The dogs are behind the fence ., dogs, are, fence,,,
A little girl holds the water hose for the dog to drink from ., girl, holds, hose,,,
A boy and girl in swimwear and arm floaters, boy, in, floaters,,,
A black dog is running very fast on a light brown ground ., dog, running, ground,,,
Lacrosse players struggling for control of the ball ., players, for, control,,,
A man in all black is using a green bike to trick over a sign saying ," "" Free Dinner "" .", man, using, bike,,
A kid doing a trick on a skateboard ., kid, on, skateboard,,,
A girl and guy holding signs and hugging ., girl, holding, A,,,
A boy dunks a basketball ., boy, dunks, basketball,,,
A guy is grinding a rail over a tree on his snowboard ., guy, grinding, rail,,,
A big brown dog jumps into a swimming pool on the backyard ., dog, jumps, pool,,,
a boy with his leg wrapped in blue tape, boy, with, leg,,,
A person in an airplane ., person, in, airplane,,,
A dog goes headfirst into the long grass from the sand ., dog, goes, grass,,,
A man and two women are inside a greenhouse holding gardening tools ., man, are, greenhouse,,,
a boy with a fishing pole looking down on a lake, pole, looking, lake,,,
Four boys are in the living room talking ., boys, are, talking,,,
A mother sits with three children as they eat ice cream ., mother, sits, children,,,
There is a college player being tackled in a game ., tackled, in, game,,,
A football fan showing his devotion by painting his face ., football, showing, devotion,,,
A man walking 3 dalmatians along a sunny street ., man, along, street,,,
People in white standing on sports field while crowd watches from stands, People, standing, field,,,
A man in a hat is displaying pictures next to a skier in a blue hat ., man, displaying, pictures,,,
Four guys playing soccer on the pavement ., guys, on, pavement,,,
Children in red shirts play in the leaves ., Children, play, leaves,,,
A man in a black jacket is taking a photo of a man in a red jacket ., man, taking, photo,,,
A white dog races a brown dog in a field of grass ., races, in, field,,,
a bicyclist jumping with his bike in midair, bicyclist, with, bike,,,
A boy in yellow is riding a scooter on the street ., boy, riding, scooter,,,
A boy is skating along a ledge in an indoor skate center ., boy, skating, ledge,,,
Children participate in a martial arts tournament ., Children, participate, tournament,,,
Two children and a black dog are playing out in the snow ., children, playing, snow,,,
A boy is grinding a skateboard down a concrete wall ., boy, grinding, skateboard,,,
A bearded man wears a red bandanna and a leather jacket over a teeshirt with an American flag on it ., man, wears, bandanna,,,
A dog chasing a ball indoors ., dog, chasing, ball,,,
A man is skating on a rail ., man, skating, rail,,,
A group of Indian men are just standing around with their arms crossed ., group, of, men,,,
A parachute caught on a tree with some people on the ground shining a light at it ., parachute, caught, tree,,,
A boy on a red snowboard is airborne ., boy, on, snowboard,,,
A boy does a skateboard trick off a metal plank ., boy, does, trick,,,
A couple look at some artwork ., look, at, artwork,,,
A man and woman walking on the sand with water in the background ., walking, on, sand,,,
A group of Chinese teenage girls walking ., group, of, girls,,,
a brown dog retrieves a ball on a green , slimy , rock covered beach, ball, covered, beach,
A lone hiker is sitting on a rock on a snowy mountain trail ., hiker, sitting, rock,,,
A dog in a grass field runs with a ball in its mouth ., dog, runs, ball,,,
A child in a grey jacket is running along a leafy path ., child, running, path,,,
A child in red jumps on a red object while others laugh ., child, in, jumps,,,
A boy in a hat stands barefoot at the edge of a body of water ., boy, stands, edge,,,
Two bald drag queens in red dresses, queens, in, dresses,,,
A brown dog is running on grass ., dog, running, grass,,,
A boy is jumping on skateboard in the middle of a red bridge ., boy, jumping, skateboard,,,
Three dogs looking at a cement ledge ., dogs, at, ledge,,,
A motocross rider is on a dirt hill ., rider, is, hill,,,
A brown dog running through the water ., dog, through, water,,,
A furry dog is running through a doorway leading to plants ., dog, running, doorway,,,
A little blonde toddler is wading in a baby pool ., toddler, wading, pool,,,
A crowd watches as two formula one cars leave the starting line ., formula, leave, line,,,
A group of sled dogs in harness is standing together in the snow ., group, standing, snow,,,
a brown dog retrieves a stick in a rocky river, dog, retrieves, stick,,,
A brown and white dog runs across the grass ., dog, runs, grass,,,
A boy climbs an indoor rock climbing wall ., boy, climbs, rock,,,
A dirt biker in the desert ., biker, in, desert,,,
A female toddler wearing a pink shirt is playing on a playground ., toddler, playing, playground,,,
A dog is running through the snow ., dog, running, snow,,,
a boy jumps into the pool ., boy, jumps, pool,,,
A child stands near a fence ., child, stands, fence,,,
A group of men play soccer on the field ., group, play, soccer,,,
a dog runs across the grass ., dog, runs, grass,,,
A surfer rides the crashing waves while another follows behind ., another, follows, behind,,,
A man is sitting on the sidewalk by a tree ., man, sitting, sidewalk,,,
A group of men play hockey in a stadium ., group, play, hockey,,,
A boy in swimming trunks is splashing in a swimming pool ., boy, splashing, pool,,,
An artist painting on a small canvas, artist, on, canvas,,,
a man riding a bike through the forest, man, through, forest,,,
A brown dog bares its fangs ., dog, bares, fangs,,,
A boys jumps into the water upside down ., boys, jumps, water,,,
A man with a white beard , a partially bald man and a woman with short hair posing for a picture, man, with, beard,,
Two bandmates in white play guitar ., bandmates, in, guitar,,,
A little girl dances in a grassy field , another girl is in the background ., dances, is, background,,
A lady riding a mini motorcycle, lady, riding, motorcycle,,,
A man and a boy behind the wheel of a car ., boy, behind, wheel,,,
A man does technical rock climbing ., man, does, climbing,,,
A flock of birds disturbed and in flight in front of a wall that has a mural of three women and a man ., that, has, mural,,,
a bride being escorted under an umbrella to a large black car, bride, under, umbrella,,,
A boy in a yellow polo standing in tall grass, boy, standing, grass,,,
A boy carries a boogieboard on the beach ., boy, carries, boogieboard,,,
A person on what appears to be a surfboard , rides the waves onto shore ., person, on, what,,
A woman floats with her face out of water in a pool with another woman nearby posing for the camera ., woman, floats, face,,,
A woman in a yellow coat is standing on a sidewalk ., woman, standing, sidewalk,,,
a lone woman wearing a bikini on a beach walking a dog on a leash, woman, on, beach,,,
A brown dog playing with a tennis ball on a beach, dog, with, ball,,,
A man with a blue shirt posing with a taller man in sunglasses, man, with, shirt,,,
A bunch of people near a christmas type tree ., bunch, of, people,,,
A group of young men sit on rock and look in the distance ., group, sit, rock,,,
Two brown dogs are running on the sand ., dogs, running, sand,,,
A young boy poses behind the netting of an enclosed play area while three other children play ., boy, poses, the,,,
Two black dogs in the snow ., dogs, in, snow,,,
A man in a swimsuit walks on a tightrope ., man, walks, tightrope,,,
A blond woman with her hand on the throat of a blond girl ., woman, with, hand,,,
A black puppy is biting a tree limb ., puppy, biting, limb,,,
A brown and white dog bares his teeth and grabs the head of another brown and white dog ., dog, bares, teeth,,,
A group of people cross the street with buckets and poles ., group, cross, street,,,
A girl in a gray shit is throwing her hands up ., girl, throwing, hands,,,
Three black dogs are on a beach ., dogs, are, beach,,,
A dog carries a newspaper through a kitchen ., dog, carries, newspaper,,,
A couple is sharing a kiss on a cold sunny day ., couple, sharing, kiss,,,
A little girl in an orange shirt is inside a corrugated metal tunnel ., girl, is, tunnel,,,
A large yellow vehicle leads two others in a race ., vehicle, leads, others,,,
An elephant draped in red , blue and gold fabric walking on a stone path ., elephant, draped, fabric,,
Children playing in a pool ., Children, in, pool,,,
The two dogs are white and black and are digging in the mud ., digging, in, mud,,,
A girl in a pink shirt tries to dump a bucket of water on another girl ., girl, in, shirt,,,
A boy jumps through the air onto something red ., boy, jumps, air,,,
A child in a red jacket sitting on a red disk in the snow ., child, in, jacket,,,
A boy wears a foam hat to show support for his team at a game ., boy, wears, hat,,,
A man riding a three wheeled vehicle topples over ., man, wheeled, topples,,,
A carnival worker surrounded by stuffed animals ., worker, surrounded, animals,,,
Naked children play on the muddy riverbank ., children, play, riverbank,,,
A group camps in a desolate area ., camps, in, area,,,
children smiling with facepaintings, children, with, facepaintings,,,
a basketball player dribbles ., basketball, player, a,,,
a group of people sitting around a table drinking tea or coffee, group, of, people,,,
A crane , wings outstreached , above the ocean ., crane, above, ocean,
A man doing a trick on skis ., man, on, skis,,,
A boy in football gear running with the football, boy, in, gear,,,
A girl carries a sign that reads The Rescue while a group of people follow her ., girl, carries, sign,,,
A boy does a trick on a skateboard ., boy, does, trick,,,
A big brown dog floats in a canoe on the river at sunset ., dog, floats, canoe,,,
a couple wearing bright outfits walking hand and hand on a sidewalk ., couple, on, sidewalk,,,
A family is playing on the beach with their dog ., family, playing, beach,,,
A man on inline-skates at a skate park, man, on, inline-skates,,,
A young couple kissing on a park bench ., couple, on, bench,,,
A brown dog in a blue collar is chasing a green ball through mulch ., dog, chasing, ball,,,
A Sooners football player in his red and white uniform being lifted by two teamates dressed the same ., player, dressed, same,,,
A woman is looking at dressed , headless mannequins in a store display ., mannequins, in, store,,
A girl is sitting on a rock next to a waterfall ., girl, sitting, rock,,,
A large yellow dog and a small white dog in the grass ., dog, in, grass,,,
Four boys hold toy guns while under a pavillion ., boys, hold, guns,,,
A man in sunglasses , blue shirt and beige pants walks across an athletic field ., man, walks, field,,
A beagle is playing in the grass ., beagle, playing, grass,,,
A crowd of children and some are wearing green costumes ., crowd, wearing, costumes,,,
A dog is leaping for a tennis ball ., dog, leaping, ball,,,
A man performing martial arts kicks his opponent ., man, kicks, opponent,,,
A little white dog runs out of a yellow tube while a man runs along clapping ., dog, runs, tube,,,
A brown dog jumps high in the grass ., dog, jumps, high,,,
A man and a woman on a ski lift ., woman, on, lift,,,
A dog shakes its head near the shore , a red ball next to it ., dog, shakes, head,,
A man in blue sits on a wall with bags ., man, sits, wall,,,
A horse jockey is riding on a course ., jockey, riding, course,,,
A lone performer or lecturer takes the stage in an urban setting , for a crowd of about 30 spectators ., performer, takes, stage,,
A lady with red hair is standing in front of a mixing table with another person behind her holding up their hands ., lady, standing, table,,,
A girl prepares herself for the swim meet ., girl, prepares, herself,,,
A man eating an apple , sitting in public ., man, in, public,,
A woman in brown shorts and green striped shirt stands with a small bag on her back ., woman, stands, bag,,,
A toddler starting at a clown walking down a snowy sidewalk ., toddler, at, clown,,,
A skydiver safely lands while another watches from the ground ., skydiver, while, watches,,,
Two brown and white dogs play roughly in a clearing of a wooded area ., dogs, play, clearing,,,
A climber on some rocks ., climber, on, rocks,,,
A backpacker in the mountains wearing an american flag ., backpacker, in, mountains,,,
A man in a cast uses a camcorder while another man watches him ., man, uses, camcorder,,,
A girl sitting on a trampoline tosses an empty water bottle in the air ., girl, tosses, bottle,,,
A black and white Border Collie catches a Frisbee in front of an audience ., Collie, catches, Frisbee,,,
A man and an old woman stand and look at somthing behind the photographer ., somthing, behind, photographer,,,
Two beach volleyball players walk and talk together on the sand ., players, walk, sand,,,
A boy reads a book ., boy, reads, book,,,
a man climbing a sheer rock wall, rock, climbing, wall,,,
A man on a bicycle jumping over a horizontal pole with a crowd in the background ., man, on, bicycle,,,
Two big German Shephard dogs play in the water ., dogs, play, water,,,
Adults , and children in school uniforms , move through a flock of pigeons ., Adults, in, uniforms,
A group of kids plays in the spray of water from a fountain ., group, plays, spray,,,
A man riding a skateboard jumps up on a wood ledge ., man, jumps, ledge,,,
A closeup of a girl from the backside playing a game on a screen ., closeup, of, girl,,,
A child is riding a unicycle along a riverside path next to a woman who is walking a dog ., child, riding, unicycle,,,
Kids playing on the rocks with a steamboat in the background ., Kids, on, rocks,,,
A dolphin above water, dolphin, above, water,,,
Two guys are playing horse shoe together ., guys, playing, shoe,,,
Asian women standing near a pole ., women, near, pole,,,
A group of greyhound dogs racing with muzzles covering their noses ., group, of, dogs,,,
A child jumps on a sand dune ., child, jumps, dune,,,
Two boys playing in the surf on the beach ., boys, in, surf,,,
A boy wearing a black and blue life vest is on a green , wooden boat looking out towards the water ., boy, is, boat,,
a boy drinks from a glass bottle ., drinks, from, bottle,,,
A boy on a playground swing strikes a medatative pose ., boy, on, swing,,,
A black and brown dog and a grey poodle sticking its butt in the air on the sand ., dog, in, air,,,
A man holding the hand of another man who has a tattoo on his arm ., who, has, tattoo,,,
A half naked man is sleeping on his chair outdoors ., man, sleeping, chair,,,
A dog running through a field with a ball in its mouth, dog, through, field,,,
A man at the top of a mountain with a beautiful view in the background, man, at, top,,,
A man and two kids standing in front of an ancient building ., man, in_front_of, building,,,
A brown dog with very floppy ears runs through a field of emerald grass ., dog, runs, field,,,
